Timestamp,Timestamp (ISO 8601),Distance (cm),Fullness (%),Lid Status,CPU Temp (°C),current_fullness,fill_rate,hour,dayofweek
2025-11-25 11:19:23.179000+00:00,2025-11-25T11:19:23.179Z,2,88.0,CLOSED,53.33,88,12.0,11,1
2025-11-25 11:19:38.623000+00:00,2025-11-25T11:19:38.623Z,2,88.0,CLOSED,53.33,88,12.0,11,1
2025-11-25 11:19:53.479000+00:00,2025-11-25T11:19:53.479Z,2,88.0,CLOSED,53.33,88,12.0,11,1
2025-11-25 11:20:08.079000+00:00,2025-11-25T11:20:08.079Z,2,88.0,CLOSED,53.33,88,12.0,11,1
2025-11-25 11:20:23.861000+00:00,2025-11-25T11:20:23.861Z,2,88.0,CLOSED,53.33,88,12.0,11,1
2025-11-25 11:20:40.309000+00:00,2025-11-25T11:20:40.309Z,2,88.0,CLOSED,37.22,88,12.0,11,1
2025-11-25 11:20:53.640000+00:00,2025-11-25T11:20:53.640Z,2,88.0,CLOSED,53.33,88,12.0,11,1
2025-11-25 11:21:08.585000+00:00,2025-11-25T11:21:08.585Z,2,88.0,CLOSED,53.33,88,12.0,11,1
2025-11-25 11:21:23.060000+00:00,2025-11-25T11:21:23.060Z,2,88.0,CLOSED,53.33,88,12.0,11,1
2025-11-25 11:21:38.065000+00:00,2025-11-25T11:21:38.065Z,2,88.0,CLOSED,53.33,88,12.0,11,1
2025-11-25 11:21:52.919000+00:00,2025-11-25T11:21:52.919Z,2,88.0,CLOSED,53.33,88,12.0,11,1
2025-11-25 11:22:08.294000+00:00,2025-11-25T11:22:08.294Z,2,88.0,CLOSED,53.33,88,10.8,11,1
2025-11-25 11:22:23.141000+00:00,2025-11-25T11:22:23.141Z,2,88.0,CLOSED,53.33,88,9.6,11,1
2025-11-25 11:22:38.151000+00:00,2025-11-25T11:22:38.151Z,2,88.0,CLOSED,53.33,88,8.4,11,1
2025-11-25 11:22:53.235000+00:00,2025-11-25T11:22:53.235Z,2,88.0,CLOSED,53.33,88,7.2,11,1
2025-11-25 11:23:08.597000+00:00,2025-11-25T11:23:08.597Z,2,88.0,CLOSED,53.33,88,6.0,11,1
2025-11-25 11:23:23.118000+00:00,2025-11-25T11:23:23.118Z,2,88.0,CLOSED,37.22,88,4.8,11,1
2025-11-25 11:23:38.079000+00:00,2025-11-25T11:23:38.079Z,4,76.0,CLOSED,53.33,76,2.4,11,1
2025-11-25 11:38:38.077000+00:00,2025-11-25T11:38:38.077Z,4,88.0,CLOSED,36.67,76,1.2,11,1
2025-11-25 11:38:53.257000+00:00,2025-11-25T11:38:53.257Z,2,88.0,CLOSED,53.33,88,2.4,11,1
2025-11-25 11:39:08.294000+00:00,2025-11-25T11:39:08.294Z,2,88.0,CLOSED,53.33,88,11.2,11,1
2025-11-25 11:39:23.191000+00:00,2025-11-25T11:39:23.191Z,2,88.0,CLOSED,53.33,88,20.0,11,1
2025-11-25 11:39:38.060000+00:00,2025-11-25T11:39:38.060Z,2,88.0,CLOSED,53.33,88,28.8,11,1
2025-11-25 11:39:53.234000+00:00,2025-11-25T11:39:53.234Z,2,88.0,CLOSED,53.33,88,37.6,11,1
2025-11-25 11:40:07.884000+00:00,2025-11-25T11:40:07.884Z,2,88.0,CLOSED,53.33,88,46.4,11,1
2025-11-25 11:40:23.450000+00:00,2025-11-25T11:40:23.450Z,2,88.0,CLOSED,53.33,88,55.2,11,1
2025-11-25 11:40:38.361000+00:00,2025-11-25T11:40:38.361Z,2,88.0,CLOSED,53.33,88,64.0,11,1
2025-11-25 11:40:55.768000+00:00,2025-11-25T11:40:55.768Z,4,88.0,CLOSED,37.78,76,72.8,11,1
2025-11-25 11:41:08.020000+00:00,2025-11-25T11:41:08.020Z,2,88.0,CLOSED,53.33,88,80.4,11,1
2025-11-25 11:41:23.016000+00:00,2025-11-25T11:41:23.016Z,2,88.0,CLOSED,53.33,88,88.0,11,1
2025-11-25 11:41:37.979000+00:00,2025-11-25T11:41:37.979Z,2,88.0,CLOSED,53.33,88,80.4,11,1
2025-11-25 11:41:52.951000+00:00,2025-11-25T11:41:52.951Z,4,76.0,CLOSED,53.33,76,70.4,11,1
2025-11-25 11:42:07.999000+00:00,2025-11-25T11:42:07.999Z,4,76.0,CLOSED,53.33,76,60.4,11,1
2025-11-25 11:42:24.010000+00:00,2025-11-25T11:42:24.010Z,4,76.0,CLOSED,53.33,76,50.4,11,1
2025-11-25 11:42:39.220000+00:00,2025-11-25T11:42:39.220Z,4,76.0,CLOSED,53.33,76,40.4,11,1
2025-11-25 11:42:53.644000+00:00,2025-11-25T11:42:53.644Z,3,76.0,CLOSED,37.22,82,30.4,11,1
2025-11-25 11:43:08.001000+00:00,2025-11-25T11:43:08.001Z,4,76.0,CLOSED,53.33,76,20.4,11,1
2025-11-25 11:43:23.620000+00:00,2025-11-25T11:43:23.620Z,4,82.0,CLOSED,53.33,76,11.0,11,1
2025-11-25 11:43:38.142000+00:00,2025-11-25T11:43:38.142Z,3,82.0,CLOSED,53.33,82,1.6,11,1
2025-11-25 11:58:07.914000+00:00,2025-11-25T11:58:07.914Z,3,82.0,CLOSED,53.33,82,1.2,11,1
2025-11-25 11:58:24.183000+00:00,2025-11-25T11:58:24.183Z,3,82.0,CLOSED,37.22,82,1.8,11,1
2025-11-25 11:58:38.068000+00:00,2025-11-25T11:58:38.068Z,3,82.0,CLOSED,53.33,82,2.4,11,1
2025-11-25 11:58:53.009000+00:00,2025-11-25T11:58:53.009Z,3,82.0,CLOSED,53.33,82,3.0,11,1
2025-11-25 11:59:08.153000+00:00,2025-11-25T11:59:08.153Z,3,82.0,CLOSED,53.33,82,3.6,11,1
2025-11-25 11:59:25.433000+00:00,2025-11-25T11:59:25.433Z,3,82.0,CLOSED,53.33,82,3.0,11,1
2025-11-25 11:59:39.619000+00:00,2025-11-25T11:59:39.619Z,3,82.0,CLOSED,53.33,82,2.4,11,1
2025-11-25 11:59:52.978000+00:00,2025-11-25T11:59:52.978Z,3,82.0,CLOSED,53.33,82,1.8,11,1
2025-11-25 12:00:08.030000+00:00,2025-11-25T12:00:08.030Z,3,82.0,CLOSED,53.33,82,1.2,12,1
2025-11-25 12:00:23.335000+00:00,2025-11-25T12:00:23.335Z,3,82.0,CLOSED,53.33,82,0.6,12,1
2025-11-26 03:52:46.703000+00:00,2025-11-26T03:52:46.703Z,0,70.0,CLOSED,36.11,0,2.3,3,2
2025-11-26 03:53:02.719000+00:00,2025-11-26T03:53:02.719Z,5,70.0,CLOSED,53.33,70,4.6,3,2
2025-11-26 03:53:17.876000+00:00,2025-11-26T03:53:17.876Z,5,70.0,CLOSED,53.33,70,6.9,3,2
2025-11-26 03:53:32.970000+00:00,2025-11-26T03:53:32.970Z,5,70.0,CLOSED,53.33,70,9.2,3,2
2025-11-26 03:53:47.973000+00:00,2025-11-26T03:53:47.973Z,5,70.0,CLOSED,53.33,70,11.5,3,2
2025-11-26 03:54:03.372000+00:00,2025-11-26T03:54:03.372Z,5,70.0,CLOSED,53.33,70,13.8,3,2
2025-11-26 03:54:17.988000+00:00,2025-11-26T03:54:17.988Z,5,70.0,CLOSED,53.33,70,16.1,3,2
2025-11-26 03:54:32.650000+00:00,2025-11-26T03:54:32.650Z,5,70.0,CLOSED,53.33,70,18.4,3,2
2025-11-26 03:54:48.145000+00:00,2025-11-26T03:54:48.145Z,5,70.0,CLOSED,53.33,70,20.7,3,2
2025-11-26 03:55:02.873000+00:00,2025-11-26T03:55:02.873Z,5,70.0,CLOSED,53.33,70,23.0,3,2
2025-11-26 03:55:17.923000+00:00,2025-11-26T03:55:17.923Z,5,70.0,CLOSED,53.33,70,23.0,3,2
2025-11-26 03:55:32.596000+00:00,2025-11-26T03:55:32.596Z,5,70.0,CLOSED,53.33,70,23.0,3,2
2025-11-26 03:55:47.917000+00:00,2025-11-26T03:55:47.917Z,5,70.0,CLOSED,53.33,70,23.0,3,2
2025-11-26 03:56:02.512000+00:00,2025-11-26T03:56:02.512Z,5,70.0,CLOSED,36.67,70,23.0,3,2
2025-11-26 03:56:18.072000+00:00,2025-11-26T03:56:18.072Z,5,70.0,CLOSED,53.33,70,23.0,3,2
2025-11-26 03:56:32.638000+00:00,2025-11-26T03:56:32.638Z,5,70.0,CLOSED,53.33,70,23.0,3,2
2025-11-26 03:56:47.791000+00:00,2025-11-26T03:56:47.791Z,5,70.0,CLOSED,36.11,70,23.0,3,2
2025-11-26 03:57:02.655000+00:00,2025-11-26T03:57:02.655Z,5,70.0,CLOSED,53.33,70,23.0,3,2
2025-11-26 03:57:18.170000+00:00,2025-11-26T03:57:18.170Z,5,70.0,CLOSED,36.11,70,23.0,3,2
2025-11-26 03:57:32.616000+00:00,2025-11-26T03:57:32.616Z,5,70.0,CLOSED,53.33,70,23.0,3,2
2025-11-26 03:57:47.973000+00:00,2025-11-26T03:57:47.973Z,5,70.0,CLOSED,53.33,70,23.0,3,2
2025-11-26 03:58:02.733000+00:00,2025-11-26T03:58:02.733Z,5,70.0,CLOSED,53.33,70,23.0,3,2
2025-11-26 03:58:18.042000+00:00,2025-11-26T03:58:18.042Z,5,70.0,CLOSED,53.33,70,23.0,3,2
2025-11-26 03:58:32.898000+00:00,2025-11-26T03:58:32.898Z,5,70.0,CLOSED,53.33,70,23.0,3,2
2025-11-26 03:58:48.220000+00:00,2025-11-26T03:58:48.220Z,5,70.0,CLOSED,53.33,70,23.0,3,2
2025-11-26 03:59:02.800000+00:00,2025-11-26T03:59:02.800Z,5,70.0,CLOSED,53.33,70,23.0,3,2
2025-11-26 03:59:18.276000+00:00,2025-11-26T03:59:18.276Z,5,70.0,CLOSED,53.33,70,23.0,3,2
2025-11-26 03:59:34.040000+00:00,2025-11-26T03:59:34.040Z,5,70.0,CLOSED,53.33,70,23.0,3,2
2025-11-26 03:59:47.984000+00:00,2025-11-26T03:59:47.984Z,5,70.0,CLOSED,53.33,70,23.0,3,2
2025-11-26 04:00:03.132000+00:00,2025-11-26T04:00:03.132Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:00:18.231000+00:00,2025-11-26T04:00:18.231Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:00:32.699000+00:00,2025-11-26T04:00:32.699Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:00:47.883000+00:00,2025-11-26T04:00:47.883Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:01:02.676000+00:00,2025-11-26T04:01:02.676Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:01:17.880000+00:00,2025-11-26T04:01:17.880Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:01:32.549000+00:00,2025-11-26T04:01:32.549Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:01:48.402000+00:00,2025-11-26T04:01:48.402Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:02:03.059000+00:00,2025-11-26T04:02:03.059Z,5,70.0,CLOSED,37.22,70,23.0,4,2
2025-11-26 04:02:18.207000+00:00,2025-11-26T04:02:18.207Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:02:33.293000+00:00,2025-11-26T04:02:33.293Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:02:47.995000+00:00,2025-11-26T04:02:47.995Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:03:03.736000+00:00,2025-11-26T04:03:03.736Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:03:18.218000+00:00,2025-11-26T04:03:18.218Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:03:32.759000+00:00,2025-11-26T04:03:32.759Z,5,70.0,CLOSED,36.67,70,23.0,4,2
2025-11-26 04:03:47.790000+00:00,2025-11-26T04:03:47.790Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:04:02.540000+00:00,2025-11-26T04:04:02.540Z,5,70.0,CLOSED,36.67,70,23.0,4,2
2025-11-26 04:04:17.824000+00:00,2025-11-26T04:04:17.824Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:04:32.744000+00:00,2025-11-26T04:04:32.744Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:04:48.144000+00:00,2025-11-26T04:04:48.144Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:05:02.549000+00:00,2025-11-26T04:05:02.549Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:05:18.499000+00:00,2025-11-26T04:05:18.499Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:05:32.519000+00:00,2025-11-26T04:05:32.519Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:05:47.862000+00:00,2025-11-26T04:05:47.862Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:06:02.504000+00:00,2025-11-26T04:06:02.504Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:06:17.972000+00:00,2025-11-26T04:06:17.972Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:06:32.466000+00:00,2025-11-26T04:06:32.466Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:06:47.949000+00:00,2025-11-26T04:06:47.949Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:07:03.151000+00:00,2025-11-26T04:07:03.151Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:07:18.174000+00:00,2025-11-26T04:07:18.174Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:07:32.703000+00:00,2025-11-26T04:07:32.703Z,5,70.0,CLOSED,53.33,70,23.0,4,2
2025-11-26 04:07:48.056000+00:00,2025-11-26T04:07:48.056Z,5,70.0,CLOSED,53.33,70,20.7,4,2
2025-11-26 04:08:02.719000+00:00,2025-11-26T04:08:02.719Z,5,70.0,CLOSED,53.33,70,18.4,4,2
2025-11-26 04:08:17.851000+00:00,2025-11-26T04:08:17.851Z,5,70.0,CLOSED,53.33,70,16.1,4,2
2025-11-26 04:08:32.638000+00:00,2025-11-26T04:08:32.638Z,5,70.0,CLOSED,53.33,70,13.8,4,2
2025-11-26 04:08:52.528000+00:00,2025-11-26T04:08:52.528Z,5,70.0,CLOSED,53.33,70,11.5,4,2
2025-11-26 04:09:02.774000+00:00,2025-11-26T04:09:02.774Z,5,70.0,CLOSED,53.33,70,9.2,4,2
2025-11-26 04:09:18.065000+00:00,2025-11-26T04:09:18.065Z,5,70.0,CLOSED,53.33,70,6.9,4,2
2025-11-26 04:09:32.524000+00:00,2025-11-26T04:09:32.524Z,5,70.0,CLOSED,53.33,70,4.6,4,2
2025-11-26 04:09:48.766000+00:00,2025-11-26T04:09:48.766Z,5,70.0,CLOSED,53.33,70,2.3,4,2
2025-11-26 07:20:55.299000+00:00,2025-11-26T07:20:55.299Z,13,23.0,CLOSED,53.33,23,1.2,7,2
2025-11-26 07:21:10.608000+00:00,2025-11-26T07:21:10.608Z,15,23.0,CLOSED,53.33,11,2.4,7,2
2025-11-26 07:21:25.399000+00:00,2025-11-26T07:21:25.399Z,13,23.0,CLOSED,53.33,23,3.6,7,2
2025-11-26 07:21:40.383000+00:00,2025-11-26T07:21:40.383Z,13,23.0,CLOSED,53.33,23,4.8,7,2
2025-11-26 07:21:55.421000+00:00,2025-11-26T07:21:55.421Z,13,23.0,CLOSED,53.33,23,6.0,7,2
2025-11-26 07:22:14.780000+00:00,2025-11-26T07:22:14.780Z,13,23.0,CLOSED,53.33,23,7.2,7,2
2025-11-26 07:22:25.291000+00:00,2025-11-26T07:22:25.291Z,13,23.0,CLOSED,53.33,23,8.4,7,2
2025-11-26 07:22:40.383000+00:00,2025-11-26T07:22:40.383Z,13,23.0,CLOSED,53.33,23,9.6,7,2
2025-11-26 07:22:55.654000+00:00,2025-11-26T07:22:55.654Z,13,23.0,CLOSED,53.33,23,10.8,7,2
2025-11-26 07:23:10.133000+00:00,2025-11-26T07:23:10.133Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:23:26.189000+00:00,2025-11-26T07:23:26.189Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:23:40.389000+00:00,2025-11-26T07:23:40.389Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:23:56.893000+00:00,2025-11-26T07:23:56.893Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:24:10.274000+00:00,2025-11-26T07:24:10.274Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:24:25.186000+00:00,2025-11-26T07:24:25.186Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:24:40.354000+00:00,2025-11-26T07:24:40.354Z,13,23.0,CLOSED,37.78,23,12.0,7,2
2025-11-26 07:24:55.188000+00:00,2025-11-26T07:24:55.188Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:25:10.694000+00:00,2025-11-26T07:25:10.694Z,13,23.0,CLOSED,37.22,23,12.0,7,2
2025-11-26 07:25:25.246000+00:00,2025-11-26T07:25:25.246Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:25:40.680000+00:00,2025-11-26T07:25:40.680Z,13,23.0,CLOSED,36.67,23,12.0,7,2
2025-11-26 07:25:55.400000+00:00,2025-11-26T07:25:55.400Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:26:10.353000+00:00,2025-11-26T07:26:10.353Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:26:25.259000+00:00,2025-11-26T07:26:25.259Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:26:40.196000+00:00,2025-11-26T07:26:40.196Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:26:55.668000+00:00,2025-11-26T07:26:55.668Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:27:10.890000+00:00,2025-11-26T07:27:10.890Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:27:25.438000+00:00,2025-11-26T07:27:25.438Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:27:41.542000+00:00,2025-11-26T07:27:41.542Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:27:55.336000+00:00,2025-11-26T07:27:55.336Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:28:10.250000+00:00,2025-11-26T07:28:10.250Z,13,23.0,CLOSED,37.78,23,12.0,7,2
2025-11-26 07:28:25.466000+00:00,2025-11-26T07:28:25.466Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:28:40.302000+00:00,2025-11-26T07:28:40.302Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:28:55.126000+00:00,2025-11-26T07:28:55.126Z,13,23.0,CLOSED,38.33,23,12.0,7,2
2025-11-26 07:29:10.470000+00:00,2025-11-26T07:29:10.470Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:29:25.364000+00:00,2025-11-26T07:29:25.364Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:29:41.197000+00:00,2025-11-26T07:29:41.197Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:29:55.132000+00:00,2025-11-26T07:29:55.132Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:30:10.319000+00:00,2025-11-26T07:30:10.319Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:30:25.465000+00:00,2025-11-26T07:30:25.465Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:30:40.266000+00:00,2025-11-26T07:30:40.266Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:30:55.522000+00:00,2025-11-26T07:30:55.522Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:31:10.355000+00:00,2025-11-26T07:31:10.355Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:31:25.400000+00:00,2025-11-26T07:31:25.400Z,13,23.0,CLOSED,38.33,23,12.0,7,2
2025-11-26 07:31:40.204000+00:00,2025-11-26T07:31:40.204Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:31:55.333000+00:00,2025-11-26T07:31:55.333Z,13,23.0,CLOSED,37.22,23,12.0,7,2
2025-11-26 07:32:10.430000+00:00,2025-11-26T07:32:10.430Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:32:25.481000+00:00,2025-11-26T07:32:25.481Z,13,23.0,CLOSED,37.78,23,12.0,7,2
2025-11-26 07:32:40.119000+00:00,2025-11-26T07:32:40.119Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:32:55.818000+00:00,2025-11-26T07:32:55.818Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:33:10.318000+00:00,2025-11-26T07:33:10.318Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:33:25.436000+00:00,2025-11-26T07:33:25.436Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:33:40.165000+00:00,2025-11-26T07:33:40.165Z,13,23.0,CLOSED,37.78,23,12.0,7,2
2025-11-26 07:33:55.261000+00:00,2025-11-26T07:33:55.261Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:34:10.316000+00:00,2025-11-26T07:34:10.316Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:34:25.443000+00:00,2025-11-26T07:34:25.443Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:34:40.312000+00:00,2025-11-26T07:34:40.312Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:34:55.231000+00:00,2025-11-26T07:34:55.231Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:35:10.393000+00:00,2025-11-26T07:35:10.393Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:35:26.324000+00:00,2025-11-26T07:35:26.324Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:35:40.529000+00:00,2025-11-26T07:35:40.529Z,13,23.0,CLOSED,53.33,23,12.0,7,2
2025-11-26 07:35:55.908000+00:00,2025-11-26T07:35:55.908Z,13,23.0,CLOSED,53.33,23,10.8,7,2
2025-11-26 07:36:10.621000+00:00,2025-11-26T07:36:10.621Z,13,23.0,CLOSED,53.33,23,9.6,7,2
2025-11-26 07:36:25.183000+00:00,2025-11-26T07:36:25.183Z,13,23.0,CLOSED,53.33,23,8.4,7,2
2025-11-26 07:36:40.212000+00:00,2025-11-26T07:36:40.212Z,13,23.0,CLOSED,53.33,23,7.2,7,2
2025-11-26 07:36:55.473000+00:00,2025-11-26T07:36:55.473Z,13,23.0,CLOSED,53.33,23,6.0,7,2
2025-11-26 07:37:10.269000+00:00,2025-11-26T07:37:10.269Z,13,23.0,CLOSED,53.33,23,4.8,7,2
2025-11-26 07:37:25.696000+00:00,2025-11-26T07:37:25.696Z,13,23.0,CLOSED,53.33,23,3.6,7,2
2025-11-26 07:37:40.588000+00:00,2025-11-26T07:37:40.588Z,13,23.0,CLOSED,53.33,23,2.4,7,2
2025-11-26 07:37:55.408000+00:00,2025-11-26T07:37:55.408Z,13,23.0,CLOSED,53.33,23,1.2,7,2
2025-11-26 08:42:25.145000+00:00,2025-11-26T08:42:25.145Z,11,35.0,CLOSED,53.33,35,1.2,8,2
2025-11-26 08:42:40.731000+00:00,2025-11-26T08:42:40.731Z,11,35.0,CLOSED,37.78,35,2.4,8,2
2025-11-26 08:42:55.088000+00:00,2025-11-26T08:42:55.088Z,11,35.0,CLOSED,53.33,35,3.6,8,2
2025-11-26 08:43:10.385000+00:00,2025-11-26T08:43:10.385Z,11,35.0,CLOSED,53.33,35,4.8,8,2
2025-11-26 08:43:25.310000+00:00,2025-11-26T08:43:25.310Z,11,35.0,CLOSED,53.33,35,6.0,8,2
2025-11-26 08:43:40.262000+00:00,2025-11-26T08:43:40.262Z,11,35.0,CLOSED,53.33,35,7.2,8,2
2025-11-26 08:43:55.558000+00:00,2025-11-26T08:43:55.558Z,11,35.0,CLOSED,53.33,35,8.4,8,2
2025-11-26 08:44:10.192000+00:00,2025-11-26T08:44:10.192Z,11,35.0,CLOSED,37.22,35,9.6,8,2
2025-11-26 08:44:25.301000+00:00,2025-11-26T08:44:25.301Z,11,35.0,CLOSED,53.33,35,10.8,8,2
2025-11-26 08:44:40.333000+00:00,2025-11-26T08:44:40.333Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:44:55.247000+00:00,2025-11-26T08:44:55.247Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:45:10.599000+00:00,2025-11-26T08:45:10.599Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:45:25.230000+00:00,2025-11-26T08:45:25.230Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:45:40.779000+00:00,2025-11-26T08:45:40.779Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:45:55.197000+00:00,2025-11-26T08:45:55.197Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:46:10.176000+00:00,2025-11-26T08:46:10.176Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:46:25.372000+00:00,2025-11-26T08:46:25.372Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:46:40.157000+00:00,2025-11-26T08:46:40.157Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:46:55.288000+00:00,2025-11-26T08:46:55.288Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:47:10.391000+00:00,2025-11-26T08:47:10.391Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:47:25.344000+00:00,2025-11-26T08:47:25.344Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:47:40.137000+00:00,2025-11-26T08:47:40.137Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:47:55.347000+00:00,2025-11-26T08:47:55.347Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:48:10.524000+00:00,2025-11-26T08:48:10.524Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:48:25.168000+00:00,2025-11-26T08:48:25.168Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:48:40.254000+00:00,2025-11-26T08:48:40.254Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:48:55.999000+00:00,2025-11-26T08:48:55.999Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:49:10.299000+00:00,2025-11-26T08:49:10.299Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:49:25.174000+00:00,2025-11-26T08:49:25.174Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:49:40.401000+00:00,2025-11-26T08:49:40.401Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:49:55.068000+00:00,2025-11-26T08:49:55.068Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:50:10.343000+00:00,2025-11-26T08:50:10.343Z,11,35.0,CLOSED,53.33,35,12.0,8,2
2025-11-26 08:50:25.204000+00:00,2025-11-26T08:50:25.204Z,11,35.0,CLOSED,50.0,35,12.0,8,2
2025-11-26 08:50:40.421000+00:00,2025-11-26T08:50:40.421Z,11,35.0,CLOSED,53.33,35,12.0,8,2
